,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
328,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,yes,yes,179012.3,no
329,15624528,L?,664,Germany,Male,26,7,116244.14,2,yes,yes,95145.14,no
330,15598493,Beach,656,France,Male,50,7,0.0,2,no,yes,72143.44,no
331,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,yes,no,19162.89,no
332,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,no,yes,144680.18,no
333,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,yes,no,177772.03,yes
334,15742668,Day,626,Spain,Female,37,6,108269.37,1,yes,no,5597.94,no
335,15697441,Hsueh,485,France,Male,29,7,182123.79,1,yes,no,116828.51,yes
336,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,no,yes,174652.51,no
337,15648064,Kennedy,649,France,Male,33,2,0.0,2,yes,no,2010.98,no
338,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,yes,no,14109.85,yes
339,15807923,Young,716,Germany,Female,39,10,115301.31,1,yes,no,43527.4,yes
340,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,no,yes,86099.23,yes
341,15786170,Tien,659,France,Male,31,4,118342.26,1,no,no,161574.19,no
342,15681081,Marrero,545,Spain,Female,47,5,0.0,2,yes,yes,38970.14,no
343,15684484,White,543,France,Male,22,8,0.0,2,no,no,127587.22,no
344,15785869,Pisano,718,France,Female,25,7,0.0,2,yes,no,30380.12,no
345,15763859,Brown,840,France,Female,43,7,0.0,2,yes,no,90908.95,no
346,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,yes,no,138275.01,no
347,15747358,Russell,643,Germany,Male,59,3,170331.37,1,yes,yes,32171.79,no
348,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,yes,yes,126143.23,no
349,15576256,Yusupova,582,France,Male,39,5,0.0,2,yes,yes,129892.93,no
350,15659420,Foley,659,Spain,Male,32,3,107594.11,2,yes,yes,102416.84,no
351,15593365,Shih,762,Spain,Male,39,2,81273.13,1,yes,yes,18719.67,no
352,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,yes,no,61936.22,no
353,15812007,Power,670,Spain,Male,25,6,0.0,2,yes,yes,78358.94,no
354,15625461,Amos,613,France,Female,45,1,187841.99,2,yes,yes,147224.27,no
355,15739438,Reed,539,France,Male,30,0,0.0,2,yes,no,160979.66,no
356,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,yes,yes,132298.49,no
357,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,yes,no,174248.52,yes
358,15633950,Yen,737,France,Male,41,1,101960.74,1,yes,yes,123547.28,no
359,15592386,Campbell,520,France,Male,58,3,0.0,2,no,yes,32790.02,no
360,15803716,West,706,Spain,Male,28,3,0.0,2,no,yes,181543.67,no
361,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,no,yes,2319.96,yes
362,15706365,Bianchi,648,France,Female,50,9,102535.57,1,yes,yes,189543.19,no
363,15745088,Chen,443,Germany,Female,29,9,99027.61,2,yes,no,10940.4,no
364,15676715,Madukaego,640,France,Male,68,9,0.0,2,yes,yes,199493.38,no
365,15613085,Ibrahimova,628,Spain,Female,33,3,0.0,1,yes,yes,188193.25,no
366,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,yes,no,172572.64,no
367,15594720,Scott,460,Germany,Female,35,8,102742.91,2,yes,yes,189339.6,no
368,15684042,Blair,636,Germany,Male,34,2,40105.51,2,no,yes,53512.16,no
369,15583303,Monaldo,593,France,Female,29,2,152265.43,1,yes,no,34004.44,no
370,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,yes,yes,10598.29,no
371,15774696,Cole,640,Germany,Female,75,1,106307.91,2,no,yes,113428.77,no
372,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,yes,yes,183487.98,no
373,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,yes,yes,187658.09,no
374,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,yes,yes,172459.39,no
375,15758449,Angelo,769,France,Female,39,8,0.0,1,no,yes,21016.0,no
376,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,yes,yes,122381.02,yes
377,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,yes,no,128123.66,no
378,15677371,Ko,629,Spain,Female,30,2,34013.63,1,yes,no,19570.63,no
379,15629677,Distefano,687,Spain,Female,39,2,0.0,3,no,no,188150.6,yes
380,15713578,Farrell,483,France,Female,50,9,0.0,2,yes,yes,111020.24,no
381,15591509,Milano,690,France,Male,36,7,101583.11,2,yes,no,123775.15,no
382,15568240,Ting,492,Germany,Female,30,10,77168.87,2,no,yes,146700.22,no
383,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,yes,no,145251.35,no
384,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,yes,no,82463.69,no
385,15720910,Black,560,France,Female,66,9,0.0,1,yes,yes,15928.49,no
386,15721181,Oliver,611,Spain,Male,46,6,0.0,2,yes,no,45886.33,no
387,15776433,Greco,730,Spain,Male,62,2,0.0,2,yes,yes,186489.95,no
388,15748936,Whitehead,709,Spain,Female,45,2,0.0,2,no,yes,162922.65,no
389,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,yes,no,9262.77,no
390,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,yes,yes,84932.4,no
391,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,yes,yes,71557.12,no
392,15573456,Cunningham,648,Spain,Male,46,9,127209.0,2,yes,no,77405.95,yes
393,15684548,Demidov,556,Spain,Male,38,8,0.0,2,no,no,417.41,yes
394,15620505,Celis,594,Spain,Female,24,0,97378.54,1,yes,yes,71405.17,no
395,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,no,yes,153400.24,no
396,15584766,Knight,557,France,Male,33,3,54503.55,1,yes,yes,371.05,no
397,15612187,Morin,547,Germany,Male,32,8,155726.85,1,yes,no,67789.99,no
398,15762218,Mills,701,France,Female,39,9,0.0,2,no,yes,145894.9,no
399,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,yes,no,183840.51,yes
400,15690452,Tung,605,France,Male,52,1,63349.75,1,yes,no,108887.44,no
401,15747795,Pai,593,Germany,Female,38,4,129499.42,1,yes,yes,154071.27,no
402,15781589,Carpenter,751,Spain,Male,52,8,0.0,2,no,yes,179291.85,no
403,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,no,yes,56937.43,no
404,15642291,Fontaine,685,France,Male,23,8,0.0,2,yes,yes,112239.03,no
405,15692761,Pratt,718,France,Male,36,9,0.0,1,yes,no,45909.87,no
406,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,no,no,173779.25,yes
407,15745354,Franklin,611,Spain,Female,37,4,0.0,2,yes,no,125696.26,no
408,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,yes,yes,159585.61,no
409,15691625,Ko,537,Germany,Female,41,3,138306.34,1,yes,no,106761.47,no
410,15566594,McKenzie,709,Spain,Male,23,10,0.0,2,no,no,129590.18,no
411,15760431,Pino,850,France,Male,38,1,0.0,2,yes,yes,80006.65,no
412,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,yes,yes,140451.52,no
413,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,yes,yes,187929.43,yes
414,15810432,Moseley,795,Spain,Male,35,8,0.0,2,yes,no,167155.36,no
415,15809616,Hsiung,626,Spain,Male,26,8,0.0,2,no,no,191420.71,no
416,15720559,Heath,487,Germany,Female,61,5,110368.03,1,no,no,11384.45,yes
417,15695632,Dellucci,556,France,Female,39,9,89588.35,1,yes,yes,94898.1,no
418,15659843,Li,643,France,Female,46,6,0.0,2,no,no,106781.59,no
419,15615624,De Salis,605,France,Female,28,6,0.0,2,no,no,159508.52,no
420,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,yes,no,93524.19,yes
421,15716186,Richardson,586,France,Female,38,2,0.0,2,yes,no,87168.46,no
422,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,yes,no,8128.32,yes
423,15622834,Stevenson,678,France,Female,35,4,0.0,1,yes,no,125518.32,no
424,15566111,Estes,596,France,Male,39,9,0.0,1,yes,no,48963.59,no
425,15784597,Lattimore,648,France,Male,26,9,162923.85,1,yes,no,98368.24,no
426,15652883,Chung,492,Germany,Male,39,10,124576.65,2,yes,no,148584.61,no
427,15806964,Utz,702,France,Male,45,0,80793.58,1,yes,yes,27474.81,no
428,15576313,Wei,486,Germany,Female,40,9,71340.09,1,yes,no,76192.21,no
429,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,no,no,134600.94,yes
430,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,yes,yes,72467.99,yes
431,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,no,yes,199645.45,no
432,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,yes,no,42749.85,no
433,15595039,Manna,545,Germany,Female,37,8,114754.08,1,yes,no,136050.44,yes
434,15799384,Collier,683,France,Male,33,8,0.0,1,no,no,73564.44,no
435,15581197,Ricci,762,France,Female,51,3,99286.98,1,no,yes,85578.63,no
436,15693737,Carr,627,Germany,Female,30,4,79871.02,2,yes,no,129826.89,no
437,15624623,Hs?,516,France,Male,35,10,104088.59,2,no,no,119666.0,no
438,15783501,Findlay,800,France,Female,38,2,168190.33,2,yes,no,68052.08,no
439,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,yes,yes,164104.74,no
440,15782735,Chukwuemeka,626,France,Female,35,3,0.0,1,no,no,80190.36,no
441,15611088,Genovese,790,France,Female,31,9,0.0,2,yes,no,84126.75,no
442,15672145,Swift,534,France,Female,34,7,121551.58,2,yes,yes,70179.0,no
443,15732628,Ugoji,745,France,Male,46,2,122220.19,1,yes,yes,118024.1,no
444,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,no,no,145704.19,yes
445,15803406,Ross,748,France,Female,26,1,77780.29,1,no,yes,183049.41,no
446,15730460,Oleary,722,France,Male,37,2,0.0,1,no,no,120906.83,no
447,15644572,Turnbull,501,France,Male,40,4,125832.2,1,yes,yes,100433.83,no
448,15694860,Uspensky,675,France,Female,38,6,68065.8,1,no,no,138777.0,yes
449,15658169,Cook,778,Spain,Female,47,6,127299.34,2,yes,no,124694.99,no
450,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,yes,no,40084.32,no
451,15785798,Uchechukwu,850,France,Male,40,9,0.0,2,no,yes,119232.33,no
452,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,no,no,43921.36,no
453,15668444,He,590,Spain,Female,44,3,139432.37,1,yes,no,62222.81,no
454,15726631,Hilton,758,France,Female,39,6,127357.76,1,no,yes,56577.0,no
455,15733797,Sal,506,France,Male,36,5,0.0,2,yes,no,164253.35,no
456,15747960,Eluemuno,733,France,Male,33,3,0.0,1,yes,yes,7666.73,no
457,15634632,Titus,711,France,Male,38,3,0.0,2,yes,no,68487.51,no
458,15707362,Yin,514,Germany,Male,43,1,95556.31,1,no,yes,199273.98,yes
459,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,yes,yes,186062.36,no
460,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,yes,yes,195711.16,no
461,15718443,Chibuzo,539,France,Male,39,3,0.0,2,yes,no,36692.17,no
462,15670039,Sun,509,Spain,Female,25,3,108738.71,2,yes,no,106920.57,no
463,15773792,Evans,662,France,Female,32,4,133950.37,1,yes,yes,48725.68,yes
464,15613786,Ogbonnaya,818,Spain,Male,26,4,0.0,2,yes,yes,167036.94,no
465,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,yes,no,68777.26,no
466,15663252,Olisanugo,850,Spain,Female,32,9,0.0,2,yes,yes,18924.92,no
467,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,yes,no,71905.77,yes
468,15633283,Padovano,536,France,Male,35,8,0.0,2,yes,no,64833.28,no
469,15749167,Fisk,753,France,Male,35,3,0.0,2,yes,yes,184843.77,no
470,15759298,Shih,631,Spain,Male,27,10,134169.62,1,yes,yes,176730.02,no
471,15683625,Hare,703,France,Male,37,1,149762.08,1,yes,no,20629.4,yes
472,15635367,Muir,774,France,Male,26,2,93844.69,1,yes,no,28415.36,no
473,15681705,Fanucci,785,France,Male,28,8,0.0,2,yes,no,77231.27,no
474,15603156,Elewechi,571,France,Female,33,1,0.0,2,yes,no,102750.7,no
475,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,no,no,34580.8,yes
476,15798888,Pisano,605,Germany,Female,31,1,117992.59,1,yes,yes,183598.77,no
477,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,yes,no,147358.27,no
478,15677538,Nwokike,569,France,Male,38,7,0.0,1,yes,yes,108469.2,no
479,15797736,Smith,658,France,Male,29,4,80262.6,1,yes,yes,20612.82,no
480,15695585,Atkins,788,Spain,Male,34,6,156478.62,1,no,yes,181196.76,no
481,15744398,Burns,525,France,Female,23,5,0.0,2,yes,no,160249.1,no
482,15750658,Obiuto,798,France,Male,37,8,0.0,3,no,no,110783.28,no
483,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,yes,no,144995.33,no
484,15676519,George,615,Spain,Male,61,9,0.0,2,yes,no,150227.85,yes
485,15637954,Lewis,730,France,Female,35,0,155470.55,1,yes,yes,53718.28,no
486,15758639,Moran,641,France,Male,37,7,0.0,2,yes,no,75248.3,no
487,15613772,Dalrymple,542,France,Male,39,3,135096.77,1,yes,yes,14353.43,yes
488,15731744,Carslaw,692,France,Male,30,2,0.0,2,no,yes,130486.57,no
489,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,yes,yes,100127.71,no
490,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,yes,yes,196356.17,no
491,15699005,Martin,710,France,Female,41,2,156067.05,1,yes,yes,9983.88,no
492,15624170,Tan,639,France,Female,38,4,81550.94,2,no,yes,118974.77,no
493,15725679,Hsia,531,France,Female,47,6,0.0,1,no,no,194998.34,yes
494,15585865,Westerberg,673,France,Female,38,2,170061.92,2,no,no,134901.34,yes
495,15804256,Hale,765,Germany,Male,36,8,92310.54,2,yes,yes,72924.56,no
496,15662403,Kryukova,622,France,Female,32,6,169089.38,2,yes,no,101057.95,no
497,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,yes,yes,142838.64,no
498,15591995,Barry,757,Germany,Male,26,8,121581.56,2,yes,yes,127059.04,no
499,15677020,Selezneva,570,France,Female,58,8,0.0,1,no,yes,116503.92,yes
500,15727688,Chizuoke,555,Spain,Male,32,4,0.0,2,yes,yes,54405.79,no
501,15715941,Lueck,692,France,Male,54,5,0.0,2,yes,yes,88721.84,no
502,15714485,Udinese,774,France,Male,60,5,85891.55,1,yes,no,74135.48,yes
503,15730059,Udobata,638,Spain,Male,44,9,77637.35,2,yes,yes,111346.22,no
504,15715527,Freeman,543,Spain,Female,41,4,0.0,1,no,no,194902.16,no
505,15576623,Outlaw,584,France,Male,31,5,0.0,2,yes,no,31474.27,no
506,15805565,Obiuto,691,Germany,Male,30,7,116927.89,1,yes,no,21198.39,no
507,15677307,Lo,684,Germany,Female,40,6,137326.65,1,yes,no,186976.6,no
508,15773890,Okechukwu,733,France,Male,22,5,0.0,2,yes,yes,117202.19,no
509,15598883,King,599,Spain,Female,37,2,0.0,2,yes,yes,143739.29,no
510,15568506,Forbes,524,Germany,Female,31,10,67238.98,2,yes,yes,161811.23,no
511,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,yes,no,98090.91,no
512,15782236,Gibbs,735,Spain,Male,34,5,0.0,2,no,no,71095.41,no
513,15593601,Isayev,734,France,Male,34,6,133598.4,1,yes,yes,13107.24,no
514,15682048,Pisano,605,France,Female,51,3,136188.78,1,yes,yes,67110.59,yes
515,15746902,Belstead,793,Spain,Male,38,9,0.0,2,yes,no,88225.02,no
516,15752081,Vassiliev,468,France,Female,56,10,0.0,3,no,yes,62256.87,yes
517,15781307,Schneider,779,Germany,Male,37,7,120092.52,2,yes,no,135925.72,no
518,15775912,Mazzanti,698,France,Male,48,4,101238.24,2,no,yes,177815.87,yes
519,15745417,Knipe,707,France,Male,58,6,89685.92,1,no,yes,126471.13,no
520,15671256,Macartney,850,France,Female,35,1,211774.31,1,yes,no,188574.12,yes
521,15653547,Madukwe,850,France,Male,56,7,131317.48,1,yes,yes,119175.45,no
522,15595766,Watts,527,Spain,Male,37,5,93722.73,2,yes,yes,139093.73,no
523,15742358,Humphreys,696,Germany,Male,32,8,101160.99,1,yes,yes,115916.55,no
524,15763274,Wu,661,France,Male,48,3,120320.54,1,no,no,96463.25,no
525,15786063,Chin,776,France,Female,31,2,0.0,2,yes,yes,112349.51,no
526,15600258,Chesnokova,701,France,Male,43,2,0.0,2,yes,yes,165303.79,no
527,15573318,Kung,610,France,Male,26,8,0.0,2,yes,no,166031.08,no
528,15653849,Lu,572,Germany,Female,48,3,152827.99,1,yes,no,38411.79,yes
529,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,yes,yes,77783.35,no
530,15736112,Walton,519,Spain,Female,57,2,119035.35,2,yes,yes,29871.79,no
531,15749851,Brookes,702,Spain,Female,26,4,135219.57,1,no,yes,59747.63,no
532,15663478,Baldwin,729,France,Male,32,6,93694.42,1,yes,yes,79919.13,no
533,15592300,Mai,543,Spain,Male,35,10,59408.63,1,yes,no,76773.53,no
534,15567832,Shih,550,France,Female,40,7,114354.95,1,yes,no,54018.93,no
535,15776780,He,608,France,Male,59,1,0.0,1,yes,no,70649.64,yes
536,15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2,yes,no,59093.39,no
537,15739803,Lucciano,686,Spain,Male,34,9,0.0,2,yes,no,127569.8,no
538,15794142,Ferreira,564,Germany,Female,62,5,114931.35,3,no,yes,18260.98,yes
539,15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,yes,no,73275.96,yes
540,15667896,De Luca,833,France,Male,37,8,151226.18,2,yes,yes,136129.49,no
541,15626578,Milne,622,France,Male,26,9,0.0,2,yes,yes,153237.59,no
542,15776223,Davide,597,France,Female,42,4,64740.12,1,yes,yes,106841.12,no
543,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,yes,no,109078.35,yes
544,15802593,Little,504,France,Female,49,7,0.0,3,no,yes,87822.14,yes
545,15615457,Burns,842,Spain,Female,44,2,112652.08,2,yes,no,126644.98,no
546,15708916,Paterson,587,France,Male,38,0,0.0,2,yes,no,47414.15,no
547,15720187,Han,479,Germany,Female,30,7,143964.36,2,yes,no,41879.99,no
548,15595440,Kryukova,508,France,Male,49,7,122451.46,2,yes,yes,75808.1,no
549,15600651,Ijendu,749,France,Male,24,1,0.0,3,yes,yes,47911.03,no
550,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,yes,no,28737.78,no
551,15657284,Day,674,Germany,Male,47,6,106901.94,1,yes,yes,2079.2,yes
552,15763063,Price,685,Spain,Female,25,10,128509.63,1,yes,no,121562.33,no
553,15709324,Bruce,417,France,Male,34,7,0.0,2,yes,no,55003.79,no
554,15711309,Sumrall,574,Germany,Male,33,3,129834.67,1,yes,no,193131.42,no
555,15775318,Lu,590,Spain,Female,51,3,154962.99,3,no,yes,191932.27,yes
556,15705515,Lazarev,587,Germany,Male,40,5,138241.9,2,yes,no,159418.1,no
557,15634844,Miller,598,Germany,Male,41,3,91536.93,1,yes,no,191468.78,yes
558,15717046,Wentworth-Shields,741,Spain,Male,53,3,0.0,2,yes,yes,38913.68,no
559,15571816,Ritchie,850,Spain,Female,70,5,0.0,1,yes,yes,705.18,no
560,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1,no,yes,138490.03,no
561,15800440,Power,650,Spain,Male,61,1,152968.73,1,no,yes,82970.69,no
562,15665678,Tan,607,Spain,Male,36,8,158261.68,1,yes,yes,76744.72,no
563,15665956,Pendergrass,509,France,Female,46,1,0.0,1,yes,no,71244.59,yes
564,15788126,Evans,689,Spain,Female,38,6,121021.05,1,yes,yes,12182.15,no
565,15811773,Hsia,543,France,Male,36,4,0.0,2,yes,yes,141210.5,no
566,15651674,Billson,438,Spain,Female,54,2,0.0,1,no,no,191763.07,yes
567,15689614,Teng,687,Spain,Female,63,1,137715.66,1,yes,yes,37938.74,no
568,15795564,Moretti,737,Germany,Male,31,5,121192.22,2,yes,yes,74890.58,no
569,15706647,Jordan,761,France,Male,31,7,0.0,3,yes,yes,166698.18,no
570,15728505,Ts'ao,601,France,Male,44,1,100486.18,2,yes,yes,62678.53,no
571,15730076,Osborne,651,France,Male,45,1,0.0,1,yes,no,67740.08,yes
572,15622003,Carslaw,745,France,Male,35,9,92566.53,2,yes,no,161519.77,no
573,15607312,Ch'ang,648,Spain,Female,49,10,0.0,2,yes,yes,159835.78,yes
574,15644753,Hung,848,Spain,Male,40,3,110929.96,1,yes,yes,30876.84,no
575,15653620,Gordon,546,France,Female,27,8,0.0,2,yes,yes,14858.1,no
576,15761986,Obialo,439,Spain,Female,32,3,138901.61,1,yes,no,75685.97,no
577,15633922,Gray,755,France,Male,30,4,123217.66,2,no,yes,144183.1,no
578,15734674,Lin,593,France,Female,41,6,0.0,1,yes,no,65170.66,no
579,15658032,Hopkins,701,France,Male,39,2,0.0,2,yes,yes,82526.92,no
580,15692671,Dobson,701,Spain,Male,36,8,0.0,2,yes,no,169161.46,no
581,15737741,McKay,607,Spain,Female,33,2,108431.87,2,no,yes,109291.39,yes
582,15576352,Revell,586,Spain,Female,57,3,0.0,2,no,yes,6057.81,no
583,15753719,Rickards,547,Germany,Female,30,9,72392.41,1,yes,no,77077.14,no
584,15803689,Begum,647,Germany,Female,51,1,119741.77,2,no,no,54954.51,yes
585,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,no,no,179614.8,yes
586,15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,yes,no,35588.07,yes
587,15680998,Nwankwo,725,France,Male,44,5,0.0,1,yes,yes,117356.14,no
588,15614782,Hao,526,France,Male,36,1,0.0,1,yes,no,160696.72,no
589,15591047,Ma,519,Spain,Female,47,6,157296.02,2,no,no,147278.43,yes
590,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,yes,yes,56594.36,yes
591,15604044,Mitchell,700,France,Male,38,8,134811.3,1,yes,no,1299.75,no
592,15679587,Chan,666,France,Female,34,9,115897.12,1,yes,yes,25095.03,no
593,15775153,Buchi,630,Spain,Male,32,4,82034.0,1,no,no,146326.45,no
594,15603925,Greco,779,Spain,Female,26,4,174318.13,2,no,yes,38296.21,no
595,15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,yes,no,164061.6,no
596,15697183,Uchenna,685,Spain,Male,43,9,0.0,2,yes,no,107811.28,no
597,15567446,Coffman,646,Germany,Male,39,9,111574.41,1,yes,yes,30838.51,no
598,15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,no,no,9221.78,yes
599,15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,no,yes,33738.27,no
600,15683503,Hudson,601,France,Female,43,8,0.0,3,no,yes,110916.15,yes
601,15645569,Mai,762,Spain,Female,26,7,123709.46,2,yes,yes,169654.57,no
602,15782569,Stout,687,France,Female,72,9,0.0,1,no,yes,69829.4,no
603,15592387,Burke,566,France,Male,30,5,0.0,1,yes,no,54926.51,yes
604,15609286,Chadwick,702,France,Male,37,10,150525.8,1,yes,yes,94728.49,no
605,15814035,Lawrence,601,France,Male,29,9,0.0,1,yes,yes,80393.27,no
606,15661249,Bellucci,699,France,Male,53,4,0.0,2,no,yes,111307.98,no
607,15629117,Harper,584,France,Male,28,10,0.0,2,yes,no,19834.32,no
608,15607170,Boyle,699,France,Male,35,5,0.0,2,yes,yes,78397.24,no
609,15586585,Duncan,698,Germany,Female,51,2,111018.98,1,yes,no,86410.28,no
610,15686611,Moss,495,France,Male,30,10,129755.99,1,no,no,172749.65,no
611,15603203,Avdeyeva,650,France,Female,27,6,0.0,2,yes,no,1002.39,no
612,15619857,Crawford,605,France,Female,64,2,129555.7,1,yes,yes,13601.79,no
613,15805062,Lynton,667,Spain,Male,38,1,87202.38,1,yes,yes,77866.91,no
614,15660271,Duncan,688,Germany,Male,26,8,146133.39,1,yes,yes,175296.76,no
615,15745295,Gether,727,Spain,Female,31,0,0.0,1,yes,no,121751.04,yes
616,15719352,Davidson,754,Spain,Male,39,6,170184.99,2,yes,no,89593.26,no
617,15766575,Larionova,612,Germany,Female,62,8,140745.33,1,yes,no,193437.89,yes
618,15594594,Loggia,546,Spain,Male,42,7,139070.51,1,yes,yes,86945.0,no
619,15646161,Steinhoff,673,Spain,Female,37,8,0.0,2,yes,yes,183318.79,no
620,15682585,Guerra,593,France,Male,35,9,114193.24,1,yes,no,71154.1,no
621,15603134,Pai,656,Spain,Female,40,10,167878.5,1,no,yes,151887.16,no
622,15636444,Craig,535,Germany,Female,53,5,141616.55,2,yes,yes,75888.65,no
623,15773456,Lazareva,678,Germany,Male,36,3,145747.67,2,no,yes,89566.74,no
624,15745307,Ch'iu,477,Spain,Female,48,2,129120.64,1,no,yes,26475.79,no
625,15604119,Alderete,850,Spain,Male,35,7,110349.82,1,no,no,126355.8,no
626,15626900,Kung,427,France,Male,29,1,141325.56,1,yes,yes,93839.3,no
627,15605447,Palermo,752,France,Male,49,2,78653.84,1,yes,no,7698.6,no
